Specie,Transporter,TC number,Family,Target sugar,Description,Status,Source ID (NCBI)
Prochlorococcus marinus str. NATL1A,glucose transporter,2.A.1.1,MFS,glucose,"Sodium:solute symporter family, possible glucose transporter [Prochlorococcus marinus str. NATL1A]",🟡 Probable/Hypothetical,ABM76437.1
Synechococcus sp. CC9902,glucose transporter,2.A.1.1,MFS,glucose,"sodium:solute symporter family, possibly glucose transporter [Synechococcus sp. CC9902]",🟢 Confirmed,ABB25578.1
Synechococcus sp. WH 8109,glucose transporter,2.A.1.1,MFS,glucose,"sodium:solute symporter family, possibly glucose transporter [Synechococcus sp. WH 8109]",🟢 Confirmed,AHF64487.1
Leptolyngbya sp. Heron Island J,glucose transporter,2.A.1.1,MFS,glucose,pts glucose transporter subunit iibc [Leptolyngbya sp. Heron Island J],🟢 Confirmed,ESA33133.1
Nannochloropsis gaditana CCMP526,glucose transporter,2.A.1.1,MFS,glucose,solute carrier family facilitated glucose transporter member 3 [Nannochloropsis gaditana CCMP526],🟢 Confirmed,AFJ68651.1
Synechococcus sp. RS9916,glucose transporter,2.A.1.1,MFS,glucose,"Sodium:solute symporter family, possible glucose transporter [Synechococcus sp. RS9916]",🟡 Probable/Hypothetical,EAU74785.1
Synechococcus sp. BL107,glucose transporter,2.A.1.1,MFS,glucose,"sodium:solute symporter family, possibly glucose transporter [Synechococcus sp. BL107]",🟢 Confirmed,EAU72329.1
Synechococcus sp. WH 7805,glucose transporter,2.A.1.1,MFS,glucose,"Sodium:solute symporter family, possible glucose transporter [Synechococcus sp. WH 7805]",🟡 Probable/Hypothetical,EAR19706.1
Leptolyngbya sp.,fructose transporter,2.A.1.1,MFS,fructose,MAG: PTS fructose transporter subunit EIIBC [Leptolyngbya sp.],🟢 Confirmed,PZV10588.1
Leptolyngbya sp.,fructose transporter,2.A.1.1,MFS,fructose,MAG: PTS fructose transporter subunit EIIBC [Leptolyngbya sp.],🟢 Confirmed,PZV07262.1
Shackletoniella antarctica,fructose transporter,2.A.1.1,MFS,fructose,MAG: PTS fructose transporter subunit EIIBC [Shackletoniella antarctica],🟢 Confirmed,PZO35504.1
Nostoc sp. 3335mG,fructose transporter,2.A.1.1,MFS,fructose,PTS fructose transporter subunit IIA [Nostoc sp. 3335mG],🟢 Confirmed,PXA99078.1
Phormidium tenue NIES-30,fructose transporter,2.A.1.1,MFS,fructose,PTS fructose transporter subunit EIIBC [Phormidium tenue NIES-30],🟢 Confirmed,OKH43778.1
Leptolyngbya valderiana BDU 20041,fructose transporter,2.A.1.1,MFS,fructose,PTS fructose transporter subunit IIB [Leptolyngbya valderiana BDU 20041],🟢 Confirmed,OAB60932.1
Durusdinium trenchii,galactose transporter,2.A.1.1,MFS,galactose,Galactose-proton symporter (Galactose transporter) [Durusdinium trenchii],🟢 Confirmed,CAK9024024.1
Chloropicon primus,galactose transporter,2.A.1.1,MFS,galactose,UDP galactose transporter [Chloropicon primus],🟢 Confirmed,UPR02365.1
Chloropicon primus,galactose transporter,2.A.1.1,MFS,galactose,UDP galactose transporter [Chloropicon primus],🟢 Confirmed,QDZ23151.1
Coccomyxa subellipsoidea C-169,galactose transporter,2.A.1.1,MFS,galactose,UDP galactose transporter [Coccomyxa subellipsoidea C-169],🟢 Confirmed,XP_005651262.1
Coccomyxa subellipsoidea C-169,galactose transporter,2.A.1.1,MFS,galactose,UDP galactose transporter [Coccomyxa subellipsoidea C-169],🟢 Confirmed,EIE26718.1
Scenedesmus bijugus var. obtusiusculus,hexose transporter,2.A.1.1,MFS,glucose/fructose/galactose,hexose transporter [Scenedesmus bijugus var. obtusiusculus],🟢 Confirmed,KAN4129203.1
Monoraphidium minutum,hexose transporter,2.A.1.1,MFS,glucose/fructose/galactose,MAG: hexose transporter [Monoraphidium minutum],🟢 Confirmed,KAI8473760.1
Scenedesmus sp. NREL 46B-D3,hexose transporter,2.A.1.1,MFS,glucose/fructose/galactose,hexose transporter [Scenedesmus sp. NREL 46B-D3],🟢 Confirmed,KAF6251354.1
Trebouxia sp. A1-2,hexose transporter,2.A.1.1,MFS,glucose/fructose/galactose,MAG: Hexose transporter [Trebouxia sp. A1-2],🟢 Confirmed,KAA6425499.1
Ostreococcus tauri,hexose transporter,2.A.1.1,MFS,glucose/fructose/galactose,hexose transporter [Ostreococcus tauri],🟢 Confirmed,OUS45952.1
Symbiodinium microadriaticum,hexose transporter,2.A.1.1,MFS,glucose/fructose/galactose,Hexose transporter HXT9 [Symbiodinium microadriaticum],🟢 Confirmed,OLQ13689.1
Monoraphidium neglectum,hexose transporter,2.A.1.1,MFS,glucose/fructose/galactose,hexose transporter [Monoraphidium neglectum],🟢 Confirmed,XP_013893856.1
Coccomyxa subellipsoidea C-169,hexose transporter,2.A.1.1,MFS,glucose/fructose/galactose,hexose transporter [Coccomyxa subellipsoidea C-169],🟢 Confirmed,XP_005646353.1
Monoraphidium neglectum,hexose transporter,2.A.1.1,MFS,glucose/fructose/galactose,hexose transporter [Monoraphidium neglectum],🟢 Confirmed,KIY94836.1
Coccomyxa subellipsoidea C-169,hexose transporter,2.A.1.1,MFS,glucose/fructose/galactose,hexose transporter [Coccomyxa subellipsoidea C-169],🟢 Confirmed,EIE21809.1
Parachlorella kessleri,hexose transporter,2.A.1.1,MFS,glucose/fructose/galactose,hexose transporter like protein [Parachlorella kessleri],🟡 Probable/Hypothetical,CAA53192.1
Nannochloropsis oceanica,sucrose transporter,2.A.1.1,MFS,sucrose,sucrose transporter [Nannochloropsis oceanica],🟢 Confirmed,GAB5029685.1
Durusdinium trenchii,sucrose transporter,2.A.1.1,MFS,sucrose,Sucrose transport protein SUT5 (Sucrose permease 5) (Sucrose transporter 5) (OsSUT5) (Sucrose-proton symporter 5) [Durusdinium trenchii],🟢 Confirmed,CAK9029438.1
Nannochloropsis gaditana,sucrose transporter,2.A.1.1,MFS,sucrose,sucrose transporter [Nannochloropsis gaditana],🟢 Confirmed,EWM29180.1
Geitlerinema sp. FC II,maltose transporter,2.A.1.1,MFS,maltose,putative maltose transporter malT [Geitlerinema sp. FC II],🟡 Probable/Hypothetical,PPT06632.1
Nostoc sp. 3335mG,lactose transporter,2.A.1.14,MFS,lactose,PTS lactose transporter subunit IIC [Nostoc sp. 3335mG],🟢 Confirmed,PXA99109.1
Nostoc sp. 3335mG,lactose transporter,2.A.1.14,MFS,lactose,PTS lactose transporter subunit IIC [Nostoc sp. 3335mG],🟢 Confirmed,PXA84402.1
Prochlorococcus marinus str. MIT 9313,lactose transporter,2.A.1.14,MFS,lactose,putative lactose transporter [Prochlorococcus marinus str. MIT 9313],🟡 Probable/Hypothetical,CAE20843.1
Prochlorococcus marinus str. MIT 9303,lactose transporter,2.A.1.14,MFS,lactose,putative lactose transporter [Prochlorococcus marinus str. MIT 9303],🟡 Probable/Hypothetical,ABM78300.1
Synechococcus sp. RS9916,lactose transporter,2.A.1.14,MFS,lactose,putative lactose transporter [Synechococcus sp. RS9916],🟡 Probable/Hypothetical,EAU73763.1
Synechococcus sp. WH 7805,lactose transporter,2.A.1.14,MFS,lactose,putative lactose transporter [Synechococcus sp. WH 7805],🟡 Probable/Hypothetical,EAR18757.1
Synechococcus sp. RS9917,lactose transporter,2.A.1.14,MFS,lactose,putative lactose transporter [Synechococcus sp. RS9917],🟡 Probable/Hypothetical,EAQ69230.1
Ostreococcus tauri,sweet sugar transporter,2.A.123,SWEET,glucose/sucrose,SWEET sugar transporter [Ostreococcus tauri],🟢 Confirmed,CAP3280679.1
Ostreococcus tauri,sweet sugar transporter,2.A.123,SWEET,glucose/sucrose,SWEET sugar transporter [Ostreococcus tauri],🟢 Confirmed,CAP3403920.1
Ostreococcus tauri,sweet sugar transporter,2.A.123,SWEET,glucose/sucrose,SWEET sugar transporter [Ostreococcus tauri],🟢 Confirmed,XP_003078688.1
Ostreococcus tauri,sweet sugar transporter,2.A.123,SWEET,glucose/sucrose,SWEET sugar transporter [Ostreococcus tauri],🟢 Confirmed,CAL51568.1
Chroococcidiopsis cubana SAG 39.79,maltose abc transporter,3.A.1.1,ABC,maltose,maltose ABC transporter substrate-binding protein [Chroococcidiopsis cubana SAG 39.79],🟢 Confirmed,RUT11467.1
Nostoc sp. 3335mG,maltose abc transporter,3.A.1.1,ABC,maltose,maltose ABC transporter permease [Nostoc sp. 3335mG],🟢 Confirmed,PXA97526.1
Moorena producens 3L,maltose abc transporter,3.A.1.1,ABC,maltose,"CUT1 family carbohydrate ABC transporter, TC 3.A.1.1.-, membrane protein 2 [Moorena producens 3L]",🟢 Confirmed,EGJ33065.1
Moorena producens 3L,maltose abc transporter,3.A.1.1,ABC,maltose,"CUT1 family carbohydrate ABC transporter, TC 3.A.1.1.-, membrane protein [Moorena producens 3L]",🟢 Confirmed,EGJ33064.1
Moorena producens 3L,maltose abc transporter,3.A.1.1,ABC,maltose,"CUT1 family carbohydrate ABC transporter, TC 3.A.1.1.-, substrate-binding protein [Moorena producens 3L]",🟢 Confirmed,EGJ33063.1
Moorena producens 3L,maltose abc transporter,3.A.1.1,ABC,maltose,"CUT1 family carbohydrate ABC transporter, TC 3.A.1.1.-, ATP-binding protein [Moorena producens 3L]",🟢 Confirmed,EGJ31145.1
Moorena producens 3L,maltose abc transporter,3.A.1.1,ABC,maltose,"CUT1 family carbohydrate ABC transporter, TC 3.A.1.1.-, membrane protein 2 [Moorena producens 3L]",🟢 Confirmed,EGJ31141.1
Moorena producens 3L,maltose abc transporter,3.A.1.1,ABC,maltose,"CUT1 family carbohydrate ABC transporter, TC 3.A.1.1.-, membrane protein [Moorena producens 3L]",🟢 Confirmed,EGJ31140.1
Moorena producens 3L,maltose abc transporter,3.A.1.1,ABC,maltose,"CUT1 family carbohydrate ABC transporter, TC 3.A.1.1.-, substrate-binding protein [Moorena producens 3L]",🟢 Confirmed,EGJ31139.1
Moorena producens 3L,maltose abc transporter,3.A.1.1,ABC,maltose,"CUT1 family carbohydrate ABC transporter, TC 3.A.1.1.-, substrate-binding protein [Moorena producens 3L]",🟢 Confirmed,EGJ30515.1
Synechococcus sp. MIT S9509,maltose abc transporter,3.A.1.1,ABC,maltose,maltose ABC transporter periplasmic protein [Synechococcus sp. MIT S9509],🟢 Confirmed,KZR90125.1
Synechococcus sp. MIT S9504,maltose abc transporter,3.A.1.1,ABC,maltose,maltose ABC transporter periplasmic protein [Synechococcus sp. MIT S9504],🟢 Confirmed,KZR84933.1
Moorena producens 3L,maltose abc transporter,3.A.1.1,ABC,maltose,"CUT1 family carbohydrate ABC transporter, TC 3.A.1.1.-, substrate-binding protein [Moorena producens 3L]",🟢 Confirmed,EGJ32081.1
Moorena producens 3L,maltose abc transporter,3.A.1.1,ABC,maltose,"CUT1 family carbohydrate ABC transporter, TC 3.A.1.1.-, ATP-binding protein [Moorena producens 3L]",🟢 Confirmed,EGJ32050.1
Trichormus variabilis ATCC 29413,maltose abc transporter,3.A.1.1,ABC,maltose,"carbohydrate ABC transporter ATP-binding protein, CUT1 family [Trichormus variabilis ATCC 29413]",🟢 Confirmed,ABA24426.1
Trichormus variabilis ATCC 29413,maltose abc transporter,3.A.1.1,ABC,maltose,"carbohydrate ABC transporter membrane protein 1, CUT1 family [Trichormus variabilis ATCC 29413]",🟢 Confirmed,ABA24235.1
Trichormus variabilis ATCC 29413,maltose abc transporter,3.A.1.1,ABC,maltose,"carbohydrate ABC transporter substrate-binding protein, CUT1 family [Trichormus variabilis ATCC 29413]",🟢 Confirmed,ABA23888.1
Trichormus variabilis ATCC 29413,maltose abc transporter,3.A.1.1,ABC,maltose,"carbohydrate ABC transporter substrate-binding protein, CUT1 family [Trichormus variabilis ATCC 29413]",🟢 Confirmed,ABA23291.1
Trichormus variabilis ATCC 29413,maltose abc transporter,3.A.1.1,ABC,maltose,"carbohydrate ABC transporter substrate-binding protein, CUT1 family [Trichormus variabilis ATCC 29413]",🟢 Confirmed,ABA22652.1
Trichormus variabilis ATCC 29413,maltose abc transporter,3.A.1.1,ABC,maltose,"carbohydrate ABC transporter membrane protein 2, CUT1 family [Trichormus variabilis ATCC 29413]",🟢 Confirmed,ABA22361.1
Trichormus variabilis ATCC 29413,maltose abc transporter,3.A.1.1,ABC,maltose,"carbohydrate ABC transporter membrane protein 2, CUT1 family [Trichormus variabilis ATCC 29413]",🟢 Confirmed,ABA22147.1
Trichormus variabilis ATCC 29413,maltose abc transporter,3.A.1.1,ABC,maltose,"carbohydrate ABC transporter membrane protein 2, CUT1 family [Trichormus variabilis ATCC 29413]",🟢 Confirmed,ABA21716.1
Trichormus variabilis ATCC 29413,maltose abc transporter,3.A.1.1,ABC,maltose,"carbohydrate ABC transporter ATP-binding protein, CUT1 family [Trichormus variabilis ATCC 29413]",🟢 Confirmed,ABA21672.1
Trichormus variabilis ATCC 29413,maltose abc transporter,3.A.1.1,ABC,maltose,"carbohydrate ABC transporter substrate-binding protein, CUT1 family [Trichormus variabilis ATCC 29413]",🟢 Confirmed,ABA20853.1
Trichormus variabilis ATCC 29413,maltose abc transporter,3.A.1.1,ABC,maltose,"carbohydrate ABC transporter membrane protein 1, CUT1 family [Trichormus variabilis ATCC 29413]",🟢 Confirmed,ABA20187.1
Trichormus variabilis ATCC 29413,maltose abc transporter,3.A.1.1,ABC,maltose,"carbohydrate ABC transporter membrane protein 1, CUT1 family [Trichormus variabilis ATCC 29413]",🟢 Confirmed,ABA20087.1
unclassified Microcoleus,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter ATP-binding protein [unclassified Microcoleus],🟢 Confirmed,WP_333122873.1
Microcoleus drouetii,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Microcoleus drouetii],🟢 Confirmed,WP_333455582.1
Microcoleus,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter ATP-binding protein [Microcoleus],🟢 Confirmed,WP_333344590.1
Microcoleus,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter ATP-binding protein [Microcoleus],🟢 Confirmed,WP_333250896.1
Microcoleus,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter ATP-binding protein [Microcoleus],🟢 Confirmed,WP_333238924.1
Microcoleus,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter ATP-binding protein [Microcoleus],🟢 Confirmed,WP_333070204.1
Microcoleus,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter ATP-binding protein [Microcoleus],🟢 Confirmed,WP_333031709.1
Microcoleus,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter ATP-binding protein [Microcoleus],🟢 Confirmed,WP_332969578.1
Crocosphaera watsonii,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Crocosphaera watsonii],🟢 Confirmed,WP_474935624.1
Microcystis aeruginosa,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis aeruginosa],🟢 Confirmed,WP_462162574.1
Synechocystis sp. PCC 6803 subst. PCC-Pn,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Synechocystis sp. PCC 6803 subst. PCC-Pn],🟢 Confirmed,BDH97838.1
Synechocystis sp. PCC 6803 subst. PCC-Pn,sugar abc transporter,3.A.1.1,ABC,broad specificity,ATP-binding protein of sugar ABC transporter [Synechocystis sp. PCC 6803 subst. PCC-Pn],🟢 Confirmed,BDH97411.1
Synechocystis sp. PCC 6803 subst. PCC-Pn,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Synechocystis sp. PCC 6803 subst. PCC-Pn],🟢 Confirmed,BDH97278.1
Synechocystis sp. PCC 6803 subst. PCC-Mn,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Synechocystis sp. PCC 6803 subst. PCC-Mn],🟢 Confirmed,BDH94151.1
Synechocystis sp. PCC 6803 subst. PCC-Mn,sugar abc transporter,3.A.1.1,ABC,broad specificity,ATP-binding protein of sugar ABC transporter [Synechocystis sp. PCC 6803 subst. PCC-Mn],🟢 Confirmed,BDH93727.1
Synechocystis sp. PCC 6803 subst. PCC-Mn,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Synechocystis sp. PCC 6803 subst. PCC-Mn],🟢 Confirmed,BDH93594.1
Synechocystis sp. PCC 6803 substr. GT-In,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Synechocystis sp. PCC 6803 substr. GT-In],🟢 Confirmed,BDH90461.1
Synechocystis sp. PCC 6803 substr. GT-In,sugar abc transporter,3.A.1.1,ABC,broad specificity,ATP-binding protein of sugar ABC transporter [Synechocystis sp. PCC 6803 substr. GT-In],🟢 Confirmed,BDH90038.1
Synechocystis sp. PCC 6803 substr. GT-In,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Synechocystis sp. PCC 6803 substr. GT-In],🟢 Confirmed,BDH89905.1
Synechocystis sp. PCC 6803 substr. GT-I,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Synechocystis sp. PCC 6803 substr. GT-I],🟢 Confirmed,BDH86773.1
Synechocystis sp. PCC 6803 substr. GT-I,sugar abc transporter,3.A.1.1,ABC,broad specificity,ATP-binding protein of sugar ABC transporter [Synechocystis sp. PCC 6803 substr. GT-I],🟢 Confirmed,BDH86350.1
Synechocystis sp. PCC 6803 substr. GT-I,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Synechocystis sp. PCC 6803 substr. GT-I],🟢 Confirmed,BDH86217.1
Microcystis aeruginosa,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis aeruginosa],🟢 Confirmed,WP_471784420.1
Dapis brunnea,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Dapis brunnea],🟢 Confirmed,WP_426585355.1
Microcystis aeruginosa,sugar abc transporter,3.A.1.1,ABC,broad specificity,Sugar ABC transporter permease [Microcystis aeruginosa],🟢 Confirmed,CAO7128926.1
Microcystis aeruginosa,sugar abc transporter,3.A.1.1,ABC,broad specificity,Sugar ABC transporter permease [Microcystis aeruginosa],🟢 Confirmed,CAO7136730.1
Microcystis aeruginosa,sugar abc transporter,3.A.1.1,ABC,broad specificity,Sugar ABC transporter permease [Microcystis aeruginosa],🟢 Confirmed,CAO7124749.1
Microcystis aeruginosa,sugar abc transporter,3.A.1.1,ABC,broad specificity,Sugar ABC transporter permease [Microcystis aeruginosa],🟢 Confirmed,CAO7123602.1
Planktothrix rubescens CCAP 1459/22,sugar abc transporter,3.A.1.1,ABC,broad specificity,Sugar ABC transporter solute-binding protein [Planktothrix rubescens CCAP 1459/22],🟢 Confirmed,CAC5340424.1
Planktothrix rubescens CCAP 1459/22,sugar abc transporter,3.A.1.1,ABC,broad specificity,Sugar ABC transporter permease protein [Planktothrix rubescens CCAP 1459/22],🟢 Confirmed,CAC5340422.1
unclassified Nostoc,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [unclassified Nostoc],🟢 Confirmed,WP_292811142.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_461945729.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_461937624.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Nostoc sp.],🟢 Confirmed,WP_461923420.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_461923383.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp.],🟢 Confirmed,WP_461917468.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_461917165.1
Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp.],🟢 Confirmed,WP_461912891.1
